MSZoning,LotFrontage,LotArea,Neighborhood,HouseStyle,OverallQual,YearBuilt,YearRemodAdd,ExterQual,BsmtQual,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageType,GarageCars,GarageArea,SaleType,SaleCondition,SalePrice
RL,Other,11475,NAmes,1Story,5,1958,1958,TA,TA,No,Unf,0,Unf,0,1584,1584,1776,0,1,0,2,0,4,2,9,0,Detchd,3,888,COD,Abnorml,110000
RM,Other,6240,Other,Other,Other,1925,1950,TA,TA,No,BLQ,152,Unf,0,628,780,848,0,0,0,1,0,2,1,5,0,Detchd,2,539,WD,Normal,103000
RL,Other,5389,Other,1Story,Other,1995,1996,Gd,Gd,No,GLQ,1180,Unf,0,415,1595,1616,0,1,0,2,0,2,1,5,1,Attchd,2,608,WD,Normal,236500
RL,73,9590,Other,Other,7,2003,2003,Gd,Ex,Av,GLQ,786,Unf,0,82,868,1146,0,1,0,2,0,3,1,6,1,Attchd,2,438,WD,Normal,187500
RL,Other,11404,CollgCr,2Story,7,1998,1999,Gd,Gd,Av,ALQ,252,Unf,0,901,1153,1153,878,0,0,2,1,3,1,8,1,Attchd,2,541,WD,Normal,222500
RL,80,10000,Other,1Story,5,1961,1983,TA,TA,No,BLQ,594,Unf,0,270,864,1144,0,1,0,1,0,3,1,6,1,Attchd,1,264,WD,Normal,131400
RL,Other,8978,Other,1Story,5,1968,1968,TA,TA,No,Unf,0,Unf,0,948,948,948,0,0,0,1,0,3,1,6,0,Attchd,1,300,WD,Family,108000
RM,60,10800,OldTown,Other,7,1914,1970,TA,Gd,Mn,Rec,390,Unf,0,490,880,880,888,0,0,1,1,2,1,6,2,Detchd,2,320,WD,Normal,163000
RL,60,8544,NAmes,1Story,Other,1950,1950,TA,None,None,None,0,None,0,0,0,1040,0,0,0,2,0,2,2,6,0,Detchd,2,400,WD,Normal,93500
RL,Other,10463,Other,2Story,Other,2005,2005,Gd,Gd,No,Unf,0,Unf,0,893,893,901,900,0,0,2,1,3,1,8,1,Attchd,3,800,WD,Normal,239900
RL,60,10800,Edwards,1Story,5,1987,1988,TA,Gd,Gd,GLQ,1200,Unf,0,0,1200,1200,0,3,0,3,0,3,1,5,0,None,0,0,WD,Alloca,179000
RL,65,9313,CollgCr,2Story,7,2004,2004,Gd,Gd,No,Unf,0,Unf,0,864,864,864,864,0,0,2,1,3,1,7,0,Attchd,2,572,WD,Normal,190000
RM,60,9600,OldTown,2Story,5,1910,2002,TA,Fa,No,Unf,0,Unf,0,264,264,768,664,0,0,2,0,2,1,7,0,Detchd,2,360,WD,Abnorml,132000
RL,65,6768,Other,1Story,6,1961,1996,TA,TA,Mn,GLQ,832,Unf,0,80,912,912,0,1,1,1,0,3,1,5,0,Detchd,1,288,WD,Normal,142000
RL,65,8450,Other,1Story,7,2000,2001,TA,Gd,No,Unf,0,Unf,0,1349,1349,1349,0,0,0,2,0,3,1,6,0,Attchd,2,539,WD,Normal,179000
RL,70,12886,Other,Other,5,1963,1999,TA,Gd,Av,ALQ,444,Unf,0,76,520,1464,0,0,1,2,0,3,1,6,1,Attchd,2,480,WD,Normal,175000
RL,Other,5395,Other,1Story,Other,1993,1993,Gd,Gd,No,GLQ,733,Unf,0,604,1337,1337,0,1,0,2,0,2,1,5,1,Attchd,2,462,WD,Normal,180000
RL,80,8963,Other,2Story,Other,1976,1996,Ex,TA,No,GLQ,575,ALQ,80,487,1142,1175,1540,0,1,3,1,4,1,11,2,BuiltIn,2,831,WD,Normal,299800
RL,65,8795,Other,2Story,7,2000,2000,Gd,Gd,No,GLQ,300,Unf,0,652,952,980,1276,0,0,2,1,4,1,8,1,BuiltIn,2,554,WD,Normal,236000
RM,65,11700,OldTown,2Story,7,1880,2003,Gd,TA,No,Unf,0,Unf,0,1240,1240,1320,1320,0,0,1,1,4,1,8,1,Detchd,4,864,WD,Normal,265979
RL,Other,10593,Other,1Story,7,1996,1996,Gd,Gd,No,GLQ,919,Unf,0,801,1720,1720,0,1,0,2,0,3,1,7,1,Attchd,2,527,WD,Normal,260400
RL,Other,8405,Edwards,Other,Other,1945,1950,TA,None,None,None,0,None,0,0,0,1088,441,0,0,2,0,4,1,9,0,Detchd,1,240,WD,Normal,98000
RM,Other,8800,OldTown,Other,Other,1910,2004,TA,TA,No,Unf,0,Unf,0,576,576,792,348,0,0,1,0,3,1,7,0,None,0,0,WD,Normal,96500
RL,65,7750,Other,2Story,7,2003,2003,Gd,Gd,No,Unf,0,Unf,0,660,660,660,660,0,0,2,1,3,1,6,0,Attchd,2,400,WD,Normal,162000
RL,Other,9236,CollgCr,1Story,6,1997,1997,TA,Gd,Gd,GLQ,1200,Unf,0,279,1479,1494,0,1,0,2,0,3,1,6,0,Attchd,2,576,WD,Normal,217000
RL,80,10240,Other,2Story,Other,2005,2005,Gd,Gd,Mn,Unf,0,Unf,0,1030,1030,1038,1060,0,0,2,1,3,1,8,1,Attchd,3,878,WD,Normal,275500
RL,Other,7930,NAmes,1Story,6,1969,2005,TA,TA,No,GLQ,439,LwQ,472,115,1026,1026,0,1,0,1,0,3,1,5,0,Detchd,2,440,WD,Normal,156000
FV,Other,3230,Other,2Story,6,1999,1999,TA,Gd,No,GLQ,381,Unf,0,348,729,742,729,0,0,2,1,3,1,6,0,Detchd,2,440,WD,Normal,172500
RL,Other,10769,CollgCr,2Story,Other,2007,2007,Gd,Gd,Av,GLQ,20,Unf,0,846,866,866,902,0,0,2,1,3,1,7,0,Attchd,2,578,WD,Normal,212000
RL,Other,11616,Other,2Story,6,1978,1978,TA,TA,Mn,Rec,438,Unf,0,234,672,672,714,0,0,2,1,3,1,6,1,Attchd,2,440,WD,Abnorml,158900
FV,Other,2280,Other,2Story,7,1999,1999,TA,Gd,No,ALQ,549,Unf,0,195,744,757,744,0,0,2,1,3,1,6,0,Detchd,2,440,WD,Normal,179400
RL,65,12257,Other,2Story,Other,1995,1995,Gd,Gd,Av,LwQ,56,ALQ,64,1198,1318,1328,1203,0,0,2,1,4,1,9,1,Attchd,3,752,WD,Normal,290000
RL,70,9100,NAmes,1Story,6,1959,1959,TA,TA,No,Rec,612,Unf,0,252,864,864,0,0,0,1,0,2,1,5,0,Detchd,1,300,WD,Normal,127500
RM,60,6911,Other,1Story,5,1924,1950,TA,TA,Mn,LwQ,405,Unf,0,740,1145,1301,0,0,0,1,0,2,1,5,0,Detchd,2,440,WD,Normal,100000
FV,Other,8640,Other,2Story,7,2009,2009,TA,Gd,Mn,GLQ,24,Unf,0,732,756,764,783,0,0,2,1,3,1,7,0,Attchd,2,614,Con,Normal,215200
RL,Other,9430,Other,2Story,Other,1999,1999,Gd,Gd,Mn,GLQ,1163,Unf,0,89,1252,1268,1097,1,0,2,1,3,1,8,1,Attchd,3,856,WD,Normal,337000
RL,Other,9549,Other,1Story,Other,1995,1996,Gd,Gd,Av,LwQ,437,GLQ,1057,0,1494,1494,0,1,0,1,1,2,1,6,1,Attchd,2,481,WD,Normal,270000
RL,Other,14587,Other,1Story,Other,2008,2008,Gd,Gd,No,Unf,0,Unf,0,1498,1498,1506,0,0,0,2,0,2,1,6,1,Attchd,2,592,New,Partial,264132
RL,80,10421,Other,2Story,7,1988,1988,TA,Gd,No,GLQ,394,Unf,0,586,980,980,734,0,0,2,1,3,1,7,1,Attchd,2,496,WD,Normal,196500
RL,Other,12508,Other,Other,6,1940,1985,TA,Gd,Mn,ALQ,660,Unf,0,323,983,983,767,1,0,2,0,4,1,7,0,Attchd,1,423,WD,Normal,160000
RL,70,9100,CollgCr,1Story,7,2004,2005,Gd,Gd,No,GLQ,24,Unf,0,1836,1860,1836,0,0,0,2,0,3,1,8,1,Attchd,2,484,WD,Normal,216837
RL,Other,53504,Other,2Story,Other,2003,2003,Ex,Gd,Gd,ALQ,1416,Unf,0,234,1650,1690,1589,1,0,3,1,4,1,12,1,BuiltIn,3,841,WD,Normal,538000
RL,Other,7252,Other,Other,5,1982,1982,TA,Gd,Av,GLQ,685,Unf,0,173,858,858,0,1,0,1,0,2,1,5,0,Detchd,2,576,WD,Normal,134900
RL,Other,8877,Edwards,1Story,Other,1951,1951,TA,Fa,No,LwQ,836,Unf,0,0,836,1220,0,0,0,1,0,2,1,6,0,Detchd,2,396,COD,Normal,102000
RL,Other,7819,Edwards,Other,6,1976,1976,TA,TA,Av,ALQ,422,BLQ,127,480,1029,1117,0,1,0,1,0,3,1,6,1,Detchd,2,672,WD,Abnorml,107000
RL,70,10150,NAmes,1Story,5,1958,1958,TA,TA,No,Rec,456,Unf,0,456,912,912,0,0,0,1,0,2,1,5,0,Attchd,1,275,COD,Normal,114500
RL,Other,14226,Other,1Story,Other,2006,2006,Gd,Gd,Av,Unf,0,Unf,0,1935,1935,1973,0,0,0,2,0,3,1,9,1,Attchd,3,895,New,Partial,395000
RM,Other,4500,Other,1Story,6,1998,1998,TA,Ex,No,GLQ,866,Unf,0,338,1204,1204,0,1,0,2,0,2,1,5,0,Attchd,2,412,WD,Normal,162000
RL,Other,11210,CollgCr,1Story,7,2005,2006,Gd,Gd,Av,GLQ,20,Unf,0,1594,1614,1614,0,0,0,2,0,3,1,7,0,Attchd,3,865,New,Partial,221500
RL,Other,13350,Other,1Story,5,1974,1974,TA,TA,No,ALQ,762,Unf,0,102,864,894,0,1,0,1,0,3,1,5,1,Attchd,2,440,WD,Normal,142500
RH,60,8400,Other,1Story,5,1977,1977,TA,None,None,None,0,None,0,0,0,2020,0,0,0,2,0,4,2,10,2,Detchd,2,630,WD,Normal,144000
RL,Other,10530,Other,Other,6,1977,1977,TA,Gd,Gd,GLQ,975,Unf,0,0,975,1004,0,1,0,1,0,2,1,4,0,Attchd,2,504,WD,Normal,135000
RL,Other,7875,Other,1Story,7,1995,1996,TA,Gd,No,Unf,0,Unf,0,1237,1237,1253,0,0,0,2,0,3,1,6,1,Attchd,2,402,WD,Normal,176000
RL,65,7153,Other,2Story,6,1992,1992,Gd,Gd,No,ALQ,387,Unf,0,374,761,810,793,0,0,2,1,3,1,7,0,Attchd,2,484,WD,Normal,175900
RL,Other,16285,CollgCr,1Story,7,2001,2002,Gd,Gd,No,Unf,0,Unf,0,1413,1413,1430,0,0,0,2,0,3,1,6,0,Attchd,2,605,WD,Normal,187100
RL,73,9101,Other,Other,5,1978,1978,TA,Gd,Av,GLQ,1097,Unf,0,0,1097,1110,0,1,0,1,0,1,1,4,1,Attchd,2,602,WD,Normal,165500
RM,Other,6300,OldTown,Other,6,1914,2001,TA,TA,No,Unf,0,Unf,0,742,742,742,742,0,0,2,0,3,1,9,1,None,0,0,WD,Normal,128000
RL,80,9790,Other,1Story,6,1967,1967,TA,TA,No,Rec,251,LwQ,630,491,1372,1342,0,0,0,2,0,3,1,7,1,Attchd,2,457,WD,Normal,161500
RM,60,10800,OldTown,Other,5,1915,1950,TA,Fa,No,LwQ,686,Unf,0,0,686,966,686,1,0,2,0,4,1,7,0,Detchd,1,416,WD,Normal,139000
RL,Other,10142,Other,2Story,7,2004,2004,Gd,Gd,No,GLQ,656,Unf,0,300,956,956,1128,1,0,2,1,4,1,8,0,BuiltIn,2,618,WD,Normal,233000
RM,Other,6000,OldTown,1Story,Other,1954,2000,TA,TA,No,Unf,0,Unf,0,901,901,901,0,0,0,1,0,2,1,4,0,Detchd,1,281,WD,Normal,107900
RL,80,12205,Other,2Story,6,1966,2007,TA,TA,Gd,LwQ,568,Unf,0,264,832,976,1111,0,0,2,1,5,1,9,0,Attchd,2,444,WD,Normal,187500
RL,Other,3182,Other,1Story,7,2005,2006,Gd,Gd,No,GLQ,16,Unf,0,1129,1145,1145,0,0,0,2,0,2,1,5,1,Attchd,2,397,WD,Normal,160200
RL,73,11333,Other,Other,6,1976,1976,TA,Gd,Av,ALQ,539,Unf,0,490,1029,1062,0,1,0,1,0,3,1,5,2,Attchd,2,539,WD,Normal,146800
RL,Other,9920,Other,2Story,7,1996,1997,Gd,Gd,Av,GLQ,862,Unf,0,255,1117,1127,886,1,0,2,1,3,1,8,1,Attchd,2,455,WD,Normal,269790
RL,Other,9158,Other,1Story,Other,2007,2007,Gd,Gd,Av,Unf,0,Unf,0,1496,1496,1496,0,0,0,2,0,3,1,7,0,Attchd,2,474,New,Partial,225000
RL,65,10832,Other,2Story,7,1994,1996,Gd,Gd,No,Unf,0,Unf,0,712,712,1086,809,0,0,2,1,3,1,7,1,Attchd,2,409,WD,Normal,194500
RL,70,8400,Other,2Story,6,1980,1981,TA,Gd,No,Unf,0,Unf,0,650,650,888,676,0,0,2,1,3,1,7,1,Attchd,2,476,WD,Normal,171000
RL,Other,8197,Other,1Story,6,1977,1977,TA,TA,No,Unf,0,Unf,0,660,660,1285,0,0,0,1,1,3,1,7,1,Attchd,2,528,WD,Normal,143500
RL,Other,7677,NAmes,1Story,5,1953,1953,TA,TA,No,BLQ,570,Unf,0,203,773,773,0,0,0,1,0,2,1,4,0,Attchd,1,240,WD,Abnorml,110000
RL,Other,13518,Other,2Story,Other,2008,2009,Ex,Ex,No,Unf,0,Unf,0,1926,1926,1966,1174,0,0,3,1,4,1,11,2,BuiltIn,3,820,New,Partial,485000
RL,60,7200,Other,Other,5,1937,1950,TA,Gd,No,ALQ,569,Unf,0,162,731,981,787,1,0,1,1,3,1,7,2,Detchd,1,240,WD,Normal,175000
RL,Other,12798,Other,2Story,6,1997,1997,TA,Gd,Gd,GLQ,462,Unf,0,154,616,616,1072,1,0,2,1,4,1,8,0,Attchd,2,603,WD,Normal,200000
RM,Other,4800,Other,1Story,Other,1916,1990,TA,TA,No,LwQ,197,Unf,0,999,1196,1196,0,1,0,1,0,2,1,5,0,Detchd,2,440,WD,Normal,109900
RL,Other,8199,CollgCr,2Story,7,2005,2005,Gd,Gd,Av,GLQ,648,Unf,0,80,728,728,728,1,0,2,1,3,1,7,1,Attchd,2,410,WD,Normal,189000
RL,Other,13891,Other,2Story,Other,2008,2009,Ex,Ex,Gd,Unf,0,Unf,0,1734,1734,1734,1088,0,0,3,1,4,1,12,1,BuiltIn,3,1020,New,Partial,582933
RL,Other,9000,NAmes,1Story,5,1954,1954,TA,TA,No,LwQ,812,Unf,0,124,936,1128,0,0,0,1,0,2,1,5,0,Attchd,1,286,WD,Family,118000
RL,Other,12274,Other,1Story,7,2008,2008,Gd,Gd,No,Unf,0,Unf,0,1417,1417,1428,0,0,0,2,0,3,1,6,0,Attchd,2,554,New,Partial,227680
RL,Other,9750,NAmes,Other,5,1967,1967,TA,TA,Av,ALQ,400,Rec,480,100,980,980,0,0,0,2,0,3,1,6,0,Attchd,1,384,WD,Normal,135500
RL,Other,21384,Other,2Story,5,1923,2004,TA,TA,Gd,GLQ,1309,Unf,0,15,1324,1072,504,2,0,1,1,3,1,6,1,Attchd,2,528,WD,Normal,223500
RL,Other,13400,NAmes,Other,5,1966,1966,TA,TA,Av,ALQ,516,BLQ,128,380,1024,1086,0,1,0,1,0,3,1,6,1,Attchd,2,484,WD,Normal,159950
RM,Other,8100,OldTown,Other,5,1898,1965,TA,TA,No,Unf,0,Unf,0,849,849,1075,1063,0,0,2,0,2,3,11,0,Detchd,2,360,WD,Normal,106000
RL,Other,10140,Other,1Story,6,1974,1999,TA,TA,No,ALQ,663,LwQ,377,0,1040,1309,0,1,0,1,1,3,1,5,1,Attchd,2,484,WD,Normal,181000
RM,70,4438,CollgCr,1Story,6,2004,2004,Gd,Gd,Gd,GLQ,662,Unf,0,186,848,848,0,1,0,1,0,1,1,4,1,Attchd,2,420,ConLD,Normal,144500
C (all),Other,8712,Other,1Story,5,1952,1952,Fa,TA,Av,Unf,0,Unf,0,540,540,1044,0,0,0,1,0,2,1,4,0,Basment,2,504,WD,Alloca,55993
RL,Other,9750,NAmes,1Story,6,1958,1958,TA,TA,No,Rec,608,Unf,0,834,1442,1442,0,0,0,1,1,4,1,7,0,Attchd,1,301,COD,Normal,157900
RL,Other,8248,Edwards,Other,5,1918,1950,TA,TA,No,Unf,0,Unf,0,686,686,686,564,0,1,1,1,3,1,7,0,Detchd,1,280,WD,Normal,116000
RL,Other,12137,CollgCr,1Story,7,1998,1998,TA,Gd,No,Unf,0,Unf,0,1649,1649,1661,0,0,0,2,0,3,1,6,0,Attchd,2,598,WD,Normal,224900
RL,73,11425,NAmes,1Story,5,1954,1954,TA,TA,No,BLQ,486,Unf,0,522,1008,1008,0,0,0,1,0,2,1,4,1,Attchd,1,275,WD,Normal,137000
RL,73,13265,Other,1Story,Other,2002,2002,Gd,Gd,No,GLQ,1218,Unf,0,350,1568,1689,0,1,0,2,0,3,1,7,2,Attchd,3,857,WD,Normal,271000
RL,80,8816,Other,Other,6,1971,1971,TA,TA,Av,GLQ,504,Unf,0,506,1010,1052,0,1,0,1,0,3,1,6,0,Attchd,2,440,WD,Normal,155000
RL,Other,6371,Other,1Story,7,2009,2010,Gd,Gd,Mn,GLQ,733,Unf,0,625,1358,1358,0,1,0,2,0,2,1,6,1,Attchd,2,484,New,Partial,224000
RL,Other,7226,CollgCr,2Story,7,2003,2003,Gd,Gd,No,Unf,0,Unf,0,798,798,798,842,0,0,2,1,3,1,6,0,Attchd,2,595,WD,Normal,183000
RM,60,6000,OldTown,1Story,Other,1953,1953,Fa,Fa,No,Unf,0,Unf,0,936,936,936,0,0,0,1,0,2,1,4,0,Detchd,2,576,WD,Normal,93000
RL,65,12394,Other,2Story,7,2003,2003,Gd,Gd,Gd,Unf,0,Unf,0,847,847,847,886,0,0,2,1,3,1,7,1,BuiltIn,2,433,WD,Family,225000
RL,60,9900,Other,Other,6,1940,1950,TA,TA,No,Unf,0,Unf,0,778,778,944,545,0,0,2,0,3,1,7,1,Detchd,1,240,WD,Normal,139500
FV,Other,11216,Other,1Story,Other,2006,2006,Gd,Gd,No,Unf,0,Unf,0,1489,1489,1489,0,0,0,2,0,3,1,7,1,Attchd,2,776,New,Partial,232600
RL,Other,14803,Other,1Story,Other,2007,2008,Ex,Ex,Av,GLQ,1636,Unf,0,442,2078,2084,0,1,0,2,0,2,1,7,1,Attchd,3,1220,New,Partial,385000
RM,Other,6130,Other,Other,5,1924,1950,TA,TA,No,ALQ,784,Unf,0,0,784,784,0,1,0,1,0,2,1,5,0,None,0,0,WD,Normal,109500
RL,65,8529,Other,1Story,7,2001,2001,Gd,Gd,No,GLQ,20,Unf,0,1434,1454,1434,0,0,0,2,0,3,1,6,1,Attchd,2,527,WD,Normal,189000
RL,80,28698,Other,2Story,5,1967,1967,TA,TA,Gd,LwQ,249,ALQ,764,0,1013,1160,966,0,1,2,1,3,1,7,0,Attchd,2,538,WD,Abnorml,185000
FV,Other,2544,Other,2Story,7,2005,2005,Gd,Gd,No,Unf,0,Unf,0,600,600,520,623,0,0,2,1,2,1,4,0,Detchd,2,480,WD,Normal,147400
RL,80,11900,NAmes,1Story,6,1957,1957,TA,TA,No,Rec,1040,Unf,0,352,1392,1392,0,1,0,1,1,3,1,6,2,Attchd,2,458,WD,Normal,166000
FV,Other,3180,Other,2Story,7,2005,2005,TA,Gd,No,Unf,0,Unf,0,600,600,520,600,0,0,2,1,2,1,4,0,Detchd,2,480,WD,Normal,151000
RL,Other,9548,CollgCr,2Story,7,2003,2003,Gd,Gd,No,GLQ,483,Unf,0,458,941,941,888,1,0,2,1,3,1,7,1,Attchd,2,613,WD,Normal,237000
RL,Other,10004,NAmes,1Story,6,1964,1964,TA,TA,No,Rec,196,BLQ,345,975,1516,1516,0,0,0,1,1,3,1,6,0,Attchd,2,472,WD,Normal,167000
RL,Other,7875,NAmes,1Story,5,1961,1961,TA,TA,No,Rec,572,Unf,0,572,1144,1144,0,1,0,1,0,3,1,6,0,Attchd,2,456,WD,Normal,139950
RL,60,9600,Other,1Story,Other,1950,1995,TA,Gd,No,BLQ,442,Unf,0,625,1067,1067,0,0,0,2,0,2,1,4,0,Attchd,2,436,WD,Normal,128000
RM,Other,8100,OldTown,1Story,5,1948,1973,TA,TA,No,Rec,338,Unf,0,1221,1559,1559,0,1,0,1,0,2,1,5,0,Detchd,2,812,COD,Normal,153500
RM,Other,1680,Other,2Story,6,1973,1973,TA,TA,No,BLQ,330,Unf,0,153,483,483,504,1,0,1,1,2,1,5,0,Detchd,1,264,WD,Normal,100000
RL,Other,9525,CollgCr,1Story,5,1995,2006,TA,Gd,No,Unf,0,Unf,0,1099,1099,1099,0,0,0,1,1,3,1,6,0,Attchd,1,352,WD,Normal,144000
RL,70,11767,Edwards,Other,5,1946,1995,TA,TA,No,BLQ,352,Unf,0,416,768,768,432,0,0,1,0,3,1,6,0,Detchd,1,240,WD,Normal,130500
RH,60,12155,Other,2Story,6,1925,1950,TA,TA,No,BLQ,156,Unf,0,516,672,810,672,0,0,2,0,4,1,7,0,Detchd,1,400,WD,Normal,140000
RM,60,10440,OldTown,2Story,5,1904,2002,TA,TA,No,Unf,0,Unf,0,650,650,958,581,0,0,2,0,3,1,8,1,Detchd,2,686,WD,Normal,157500
RL,Other,9020,NAmes,Other,6,1966,1966,TA,TA,Gd,Rec,312,ALQ,539,276,1127,1165,0,1,0,1,1,3,1,6,0,Attchd,2,490,WD,Normal,174900
RL,80,8000,NAmes,1Story,5,1961,1961,TA,TA,No,Unf,0,Unf,0,1800,1800,1800,0,0,0,2,0,6,2,10,0,None,0,0,WD,Normal,141000
RM,Other,12665,OldTown,Other,5,1915,1950,TA,TA,Mn,Unf,0,Unf,0,876,876,876,540,0,0,1,1,4,1,7,1,Detchd,3,720,WD,Normal,153900
RL,Other,16647,Other,Other,5,1975,1981,TA,Gd,Gd,ALQ,1390,Unf,0,0,1390,1701,0,1,0,2,0,3,1,6,2,Basment,2,611,WD,Normal,171000
RL,Other,9317,Other,2Story,7,1993,1993,Gd,Gd,No,ALQ,513,Unf,0,227,740,1006,769,1,0,2,1,3,1,7,1,Attchd,2,425,WD,Normal,213000
RL,Other,15523,CollgCr,1Story,5,1972,1972,TA,TA,Av,BLQ,460,Unf,0,404,864,864,0,1,0,1,0,3,1,5,1,Attchd,1,338,WD,Normal,133500
RL,Other,45600,Other,Other,6,1908,1997,TA,TA,No,Unf,0,Unf,0,907,907,1307,1051,0,0,3,0,5,1,10,1,Detchd,2,360,WD,Normal,240000
RL,80,9600,Other,Other,6,1976,1994,Gd,TA,No,Unf,0,Unf,0,528,528,1094,761,0,0,2,1,3,1,7,1,Attchd,2,512,WD,Normal,187000
RM,Other,4435,CollgCr,1Story,6,2003,2003,Gd,Gd,Av,GLQ,659,Unf,0,189,848,848,0,1,0,1,0,1,1,3,0,Attchd,2,420,WD,Normal,131500
RL,Other,3196,Other,1Story,Other,2003,2003,Gd,Gd,Gd,Unf,0,Unf,0,1273,1273,1456,0,0,0,2,0,2,1,7,1,Attchd,2,400,WD,Normal,215000
RL,Other,7128,Other,Other,7,1941,1950,TA,TA,No,Rec,364,Unf,0,554,918,918,728,0,0,2,0,4,1,7,2,Detchd,1,240,WD,Normal,164000
RL,73,12095,NAmes,Other,6,1964,1964,TA,TA,Gd,Rec,564,Unf,0,563,1127,1445,0,0,0,1,1,3,1,7,1,Attchd,2,645,WD,Normal,158000
RL,Other,17920,Other,1Story,5,1955,1974,TA,TA,Mn,ALQ,306,Rec,1085,372,1763,1779,0,1,0,1,1,3,1,6,1,Attchd,2,454,WD,Abnorml,170000
RL,Other,6897,Other,1Story,5,1962,2010,TA,TA,No,ALQ,659,Unf,0,381,1040,1040,0,1,0,1,1,3,1,6,0,Detchd,1,260,WD,Normal,127000
RL,70,10970,CollgCr,Other,6,1978,1978,TA,Gd,Gd,GLQ,505,LwQ,435,0,940,1026,0,1,0,1,0,3,1,5,0,Detchd,2,576,WD,Normal,147000
RL,65,8125,Other,2Story,6,1994,1995,TA,Gd,No,Unf,0,Unf,0,702,702,702,779,0,0,2,1,3,1,6,1,Attchd,2,343,WD,Normal,174000
RL,80,10400,Other,1Story,7,1976,1976,TA,Gd,No,Unf,0,Unf,0,1090,1090,1370,0,0,0,2,0,3,1,6,1,Attchd,2,479,WD,Family,152000
RL,80,11029,Other,2Story,6,1968,1984,TA,TA,Mn,BLQ,619,Unf,0,435,1054,1512,1142,1,0,2,1,4,1,9,1,Attchd,2,619,WD,Normal,250000
RL,Other,7642,Other,Other,7,1918,1998,Gd,TA,No,Unf,0,Unf,0,912,912,912,514,0,0,1,1,3,1,7,1,Detchd,1,216,WD,Normal,189950
RL,Other,11625,Other,1Story,5,1965,1965,TA,TA,Mn,BLQ,841,Unf,0,198,1039,1039,0,1,0,1,1,3,1,6,0,Attchd,2,504,WD,Normal,131500
RL,Other,9672,Other,1Story,6,1984,1985,TA,Gd,No,GLQ,338,Unf,0,702,1040,1097,0,0,0,2,0,3,1,6,0,Attchd,2,480,WD,Normal,152000
RL,70,7931,NAmes,1Story,5,1959,1959,TA,TA,No,BLQ,1148,Unf,0,0,1148,1148,0,1,0,1,0,3,1,6,0,Attchd,1,672,WD,Normal,132500
FV,Other,8640,Other,1Story,7,2007,2008,Gd,Ex,No,Unf,0,Unf,0,1372,1372,1372,0,0,0,2,0,3,1,6,0,Attchd,2,529,New,Partial,250580
RL,73,8750,NAmes,1Story,5,1970,1970,TA,TA,No,BLQ,828,Unf,0,174,1002,1002,0,1,0,1,0,3,1,5,0,Detchd,2,902,WD,Normal,148500
RL,Other,10656,Other,1Story,Other,2006,2007,Gd,Gd,Av,Unf,0,Unf,0,1638,1638,1646,0,0,0,2,0,3,1,6,1,Attchd,3,870,New,Partial,248900
RL,Other,6970,Other,1Story,Other,1961,1961,TA,TA,No,ALQ,932,Unf,0,108,1040,1120,0,1,0,1,1,3,1,5,0,Attchd,2,544,WD,Normal,129000
RL,65,14762,Other,2Story,5,1948,1950,TA,None,None,None,0,None,0,0,0,1547,720,0,0,2,0,2,1,7,1,Attchd,2,672,WD,Normal,169000
RL,80,9938,Other,2Story,7,1993,1994,Gd,Gd,No,GLQ,750,Unf,0,300,1050,1062,887,1,0,2,1,3,1,8,1,Attchd,2,574,WD,Normal,236000
RL,60,6600,NAmes,1Story,5,1962,1962,TA,TA,No,Unf,0,Unf,0,894,894,894,0,0,0,1,0,2,1,5,0,Detchd,1,308,WD,Normal,109500
RL,70,8750,CollgCr,2Story,6,1998,1998,TA,Gd,No,GLQ,505,Unf,0,299,804,804,878,0,0,2,1,3,1,7,0,Attchd,2,523,WD,Normal,200500
RL,Other,8892,NAmes,1Story,5,1953,1996,Gd,TA,Av,Unf,0,Unf,0,105,105,910,0,0,0,1,0,3,1,5,0,Attchd,2,414,WD,Normal,116000
RL,60,12144,NAmes,1Story,5,1949,1950,Gd,TA,No,Rec,375,Unf,0,457,832,1036,0,0,0,1,0,3,1,6,1,Attchd,1,288,WD,Normal,133000
RM,Other,5720,OldTown,Other,5,1941,1950,TA,TA,No,Unf,0,Unf,0,676,676,676,455,0,0,1,1,3,1,5,0,Detchd,1,200,WD,Abnorml,66500
FV,Other,9000,Other,2Story,Other,2007,2007,Gd,Gd,Av,GLQ,64,Unf,0,1120,1184,1184,1426,0,0,2,1,4,1,11,1,BuiltIn,2,550,New,Partial,303477
RL,Other,25286,Other,1Story,Other,1963,1963,TA,TA,Gd,ALQ,633,Unf,0,431,1064,1040,0,1,0,1,0,3,1,5,0,Attchd,2,648,WD,Normal,132250
RL,Other,8834,Other,2Story,Other,2004,2005,Gd,Ex,No,GLQ,1170,Unf,0,292,1462,1462,762,1,0,2,1,4,1,10,1,Attchd,3,738,WD,Normal,350000
RL,Other,11782,Other,Other,5,1961,1995,TA,TA,Av,ALQ,899,Unf,0,210,1109,1155,0,1,0,1,0,3,1,6,0,Detchd,2,576,WD,Normal,148000
